Q9 v2.3 - Lista de propostas/votacoes

Q9 v2.3 - Propostas disponiveis
ano  | id_votacao  | proposicao                                             | sim | nao | outros | total
2023 | 2354899-8   | (sem proposicao vinculada)                             | 319 | 106 | 1      | 426  
2023 | 2218538-8   | REQ 2315/2019                                          | 411 | 2   | 13     | 426  
2023 | 2190084-88  | REQ 704/2021                                           | 387 | 38  | 1      | 426  
2023 | 2387066-91  | REQ 2998/2023                                          | 207 | 215 | 3      | 425  
2023 | 2387066-55  | REQ 2998/2023                                          | 63  | 360 | 2      | 425  
2023 | 2367064-66  | EMP 1 => PL 2920/2023                                  | 327 | 96  | 2      | 425  
2023 | 2357053-122 | REQ 1241/2023                                          | 153 | 270 | 2      | 425  
2023 | 2149303-50  | RPD 1 => PDC 745/2017                                  | 323 | 98  | 4      | 425  
2023 | 2384692-43  | PAR 1 => MPV 1185/2023                                 | 49  | 304 | 71     | 424  
2023 | 2414600-8   | REQ 4322/2023                                          | 307 | 115 | 1      | 423  
2023 | 2377566-12  | REQ 2460/2023                                          | 325 | 97  | 1      | 423  
2023 | 2362567-18  | REQ 1576/2023                                          | 374 | 47  | 2      | 423  
2023 | 2377518-12  | (sem proposicao vinculada)                             | 420 | 1   | 1      | 422  
2023 | 2357055-29  | REQ 1315/2023                                          | 346 | 72  | 4      | 422  
2023 | 2309053-179 | EMP 1 => PL 4188/2021                                  | 159 | 251 | 12     | 422  
2023 | 2404958-8   | REQ 3990/2023                                          | 303 | 115 | 3      | 421  
2023 | 2383287-47  | PRLP 1 => PL 4173/2023                                 | 116 | 303 | 2      | 421  
2023 | 2231632-97  | REQ 3290/2023                                          | 240 | 180 | 1      | 421  
2023 | 2387066-94  | REQ 2998/2023                                          | 246 | 172 | 2      | 420  
2023 | 2375543-9   | REQ 2366/2023                                          | 300 | 118 | 2      | 420  
2023 | 2372071-41  | REQ 2649/2023                                          | 349 | 68  | 3      | 420  
2023 | 2190084-79  | REQ 704/2021                                           | 403 | 16  | 1      | 420  
2023 | 2115253-111 | REQ 1364/2023                                          | 187 | 232 | 1      | 420  
2023 | 2355510-35  | REQ 2071/2023                                          | 41  | 377 | 1      | 419  
2023 | 2344909-65  | REQ 1829/2023                                          | 311 | 107 | 1      | 419  
2023 | 2372071-44  | REQ 2649/2023                                          | 270 | 146 | 2      | 418  
2023 | 2367064-68  | EMP 1 => PL 2920/2023                                  | 242 | 175 | 1      | 418  
2023 | 2360503-27  | EMP 1 => PL 2384/2023                                  | 118 | 298 | 2      | 418  
2023 | 2334279-57  | REQ 1256/2023                                          | 335 | 79  | 4      | 418  
2023 | 575585-99   | REQ 1145/2023                                          | 312 | 104 | 1      | 417  
2023 | 2383287-30  | PRLP 1 => PL 4173/2023                                 | 128 | 287 | 2      | 417  
2023 | 2312373-128 | EMS 4416/2021                                          | 45  | 371 | 1      | 417  
2023 | 1701755-60  | REQ 4920/2016 => PLP 2/1999                            | 395 | 20  | 2      | 417  
2023 | 2400068-20  | RPD 1 => REC 33/2023                                   | 155 | 259 | 2      | 416  
2023 | 2395883-53  | REQ 3584/2023                                          | 311 | 103 | 2      | 416  
2023 | 2364109-35  | REQ 1890/2023                                          | 252 | 163 | 1      | 416  
2023 | 2357898-11  | (sem proposicao vinculada)                             | 254 | 156 | 6      | 416  
2023 | 2331282-8   | (sem proposicao vinculada)                             | 415 |     | 1      | 416  
2023 | 2413230-8   | REQ 4284/2023                                          | 396 | 7   | 12     | 415  
2023 | 2190084-93  | REQ 704/2021                                           | 253 | 160 | 2      | 415  
2023 | 2125189-174 | REQ 1785/2019                                          | 106 | 308 | 1      | 415  
2023 | 2400115-8   | REQ 3723/2023                                          | 358 | 55  | 1      | 414  
2023 | 2194442-74  | REQ 2300/2020                                          | 63  | 349 | 2      | 414  
2023 | 2351990-37  | PLV 13/2023                                            | 353 | 58  | 2      | 413  
2023 | 2398741-64  | REQ 3664/2023                                          | 326 | 84  | 2      | 412  
2023 | 2384692-21  | PAR 1 => MPV 1185/2023                                 | 32  | 307 | 73     | 412  
2023 | 2312373-140 | EMS 4416/2021                                          | 31  | 375 | 6      | 412  
2023 | 2377516-12  | (sem proposicao vinculada)                             | 408 | 1   | 1      | 410  
2023 | 2299903-53  | REQ 2280/2021                                          | 286 | 121 | 3      | 410  
2023 | 1548579-126 | PRLP 1 => PL 182/2024 (Nº Anterior: PL 2148/2015)      | 299 | 103 | 8      | 410  
2023 | 2352500-11  | REQ 848/2023                                           | 264 | 144 | 1      | 409  
2023 | 2351332-7   | REQ 672/2023                                           | 366 | 41  | 2      | 409  
2023 | 2387066-84  | REQ 2998/2023                                          | 90  | 316 | 2      | 408  
2023 | 2374400-110 | RPD 1 => PL 3626/2023                                  | 292 | 114 | 2      | 408  
2023 | 2345484-39  | EMC 6/2023 MPV115322 => MPV 1153/2022                  | 204 | 202 | 2      | 408  
2023 | 2125189-176 | REQ 1785/2019                                          | 305 | 101 | 2      | 408  
2023 | 1548579-122 | PRLP 1 => PL 182/2024 (Nº Anterior: PL 2148/2015)      | 51  | 295 | 62     | 408  
2023 | 259094-134  | REQ 1744/2004 => PEC 228/2004                          | 309 | 28  | 70     | 407  
2023 | 2393997-9   | (sem proposicao vinculada)                             | 240 | 159 | 7      | 406  
2023 | 2382599-8   | REQ 2779/2023                                          | 397 | 8   | 1      | 406  
2023 | 2377273-8   | (sem proposicao vinculada)                             | 390 | 15  | 1      | 406  
2023 | 2411730-8   | (sem proposicao vinculada)                             | 309 | 94  | 1      | 404  
2023 | 2375630-8   | (sem proposicao vinculada)                             | 297 | 105 | 2      | 404  
2023 | 2358915-67  | REQ 2366/2023                                          | 309 | 28  | 67     | 404  
2023 | 2345140-8   | REQ 1684/2022                                          | 374 | 27  | 3      | 404  
2023 | 2326749-8   | REQ 1002/2022                                          | 296 | 107 | 1      | 404  
2023 | 2231632-102 | REQ 3290/2023                                          | 257 | 144 | 3      | 404  
2023 | 2395883-58  | REQ 3584/2023                                          | 288 | 114 | 1      | 403  
2023 | 2359135-28  | PAR 1/2023 => MPV 1172/2023                            | 92  | 310 | 1      | 403  
2023 | 2358527-8   | (sem proposicao vinculada)                             | 346 | 53  | 4      | 403  
2023 | 2336393-59  | REQ 1502/2022                                          | 101 | 301 | 1      | 403  
2023 | 2387067-33  | REQ 2999/2023                                          | 345 | 55  | 2      | 402  
2023 | 2383287-23  | PRLP 1 => PL 4173/2023                                 | 121 | 279 | 2      | 402  
2023 | 2362947-9   | (sem proposicao vinculada)                             | 291 | 106 | 5      | 402  
2023 | 2334279-38  | REQ 1256/2023                                          | 54  | 347 | 1      | 402  
2023 | 2415841-7   | REQ 4430/2023                                          | 370 | 3   | 28     | 401  
2023 | 2387066-89  | REQ 2998/2023                                          | 154 | 245 | 2      | 401  
2023 | 2336393-61  | REQ 1502/2022                                          | 51  | 347 | 3      | 401  
2023 | 2282142-9   | (sem proposicao vinculada)                             | 285 | 113 | 3      | 401  
2023 | 2397925-25  | PRLP 1 => PL 5086/2023                                 | 372 | 26  | 2      | 400  
2023 | 2410669-8   | (sem proposicao vinculada)                             | 370 | 5   | 24     | 399  
2023 | 2357639-9   | (sem proposicao vinculada)                             | 348 | 48  | 3      | 399  
2023 | 2344938-60  | PRLP 1 => MPV 1147/2022                                | 282 | 115 | 2      | 399  
2023 | 2320643-8   | (sem proposicao vinculada)                             | 303 | 95  | 1      | 399  
2023 | 2224999-96  | REQ 2847/2021                                          | 312 | 25  | 62     | 399  
2023 | 2115253-183 | REQ 1364/2023                                          | 286 | 112 | 1      | 399  
2023 | 2406964-10  | (sem proposicao vinculada)                             | 397 |     | 1      | 398  
2023 | 2360503-74  | EMP 1 => PL 2384/2023                                  | 112 | 284 | 2      | 398  
2023 | 2350702-8   | REQ 524/2023                                           | 397 | 1   |        | 398  
2023 | 2344938-48  | PRLP 1 => MPV 1147/2022                                | 289 | 108 | 1      | 398  
2023 | 2125189-180 | REQ 1785/2019                                          | 119 | 278 | 1      | 398  
2023 | 2115253-172 | REQ 1364/2023                                          | 49  | 288 | 61     | 398  
2023 | 2115253-118 | REQ 1364/2023                                          | 217 | 180 | 1      | 398  
2023 | 2115253-104 | REQ 1364/2023                                          | 184 | 213 | 1      | 398  
2023 | 2336393-67  | REQ 1502/2022                                          | 135 | 261 | 1      | 397  
2023 | 2224999-67  | REQ 2847/2021                                          | 29  | 301 | 66     | 396  
2023 | 2383287-50  | PRLP 1 => PL 4173/2023                                 | 116 | 277 | 2      | 395  
2023 | 2380935-9   | REQ 2649/2023                                          | 305 | 89  | 1      | 395  
2023 | 2115253-116 | REQ 1364/2023                                          | 173 | 221 | 1      | 395  
2023 | 2381043-35  | REQ 2815/2023                                          | 132 | 260 | 2      | 394  
2023 | 2115253-179 | REQ 1364/2023                                          | 268 | 124 | 1      | 393  
2023 | 2125189-161 | REQ 1785/2019                                          | 98  | 292 | 2      | 392  
2023 | 1548579-144 | PRLP 1 => PL 182/2024 (Nº Anterior: PL 2148/2015)      | 301 | 81  | 10     | 392  
2023 | 2410517-10  | REQ 4229/2023                                          | 318 | 21  | 52     | 391  
2023 | 2345281-63  | REQ 3148/2023                                          | 284 | 106 | 1      | 391  
2023 | 2115253-167 | REQ 1364/2023                                          | 120 | 269 | 1      | 390  
2023 | 2358915-39  | REQ 2366/2023                                          | 56  | 272 | 61     | 389  
2023 | 2374400-101 | RPD 1 => PL 3626/2023                                  | 106 | 281 | 1      | 388  
2023 | 2360503-45  | EMP 1 => PL 2384/2023                                  | 86  | 281 | 20     | 387  
2023 | 575585-69   | REQ 1145/2023                                          | 53  | 332 | 1      | 386  
2023 | 2224999-104 | REQ 2847/2021                                          | 57  | 270 | 59     | 386  
2023 | 1548579-114 | PRLP 1 => PL 182/2024 (Nº Anterior: PL 2148/2015)      | 56  | 281 | 49     | 386  
2023 | 1197773-90  | REQ 2360/2023                                          | 335 | 49  | 2      | 386  
2023 | 259094-181  | REQ 1744/2004 => PEC 228/2004                          | 309 | 33  | 43     | 385  
2023 | 2414224-6   | (sem proposicao vinculada)                             | 309 | 33  | 43     | 385  
2023 | 2309053-173 | EMP 1 => PL 4188/2021                                  | 26  | 291 | 68     | 385  
2023 | 2372983-7   | (sem proposicao vinculada)                             | 287 | 95  | 2      | 384  
2023 | 2374400-121 | RPD 1 => PL 3626/2023                                  | 120 | 261 | 2      | 383  
2023 | 1197773-99  | REQ 2360/2023                                          | 117 | 264 | 2      | 383  
2023 | 2355135-39  | RPD 1 => PDL 98/2023                                   | 114 | 265 | 3      | 382  
2023 | 2309053-174 | EMP 1 => PL 4188/2021                                  | 305 | 11  | 66     | 382  
2023 | 2125189-191 | REQ 1785/2019                                          | 276 | 105 | 1      | 382  
2023 | 345311-248  | REQ 1911/2007 => PL 490/2007                           | 123 | 257 | 1      | 381  
2023 | 2336393-64  | REQ 1502/2022                                          | 148 | 231 | 2      | 381  
2023 | 2375501-8   | (sem proposicao vinculada)                             | 346 | 34  |        | 380  
2023 | 2345468-38  | PRLP 1 => MPV 1152/2022                                | 369 | 10  | 1      | 380  
2023 | 2350706-6   | (sem proposicao vinculada)                             | 280 | 97  | 2      | 379  
2023 | 2336833-9   | REQ 1502/2022                                          | 360 | 18  | 1      | 379  
2023 | 2115253-156 | REQ 1364/2023                                          | 104 | 274 | 1      | 379  
2023 | 575585-92   | REQ 1145/2023                                          | 286 | 91  | 1      | 378  
2023 | 2381043-60  | REQ 2815/2023                                          | 106 | 255 | 17     | 378  
2023 | 2224999-107 | REQ 2847/2021                                          | 301 | 15  | 62     | 378  
2023 | 2355627-8   | REQ 1135/2023                                          | 328 | 48  | 1      | 377  
2023 | 2374400-106 | RPD 1 => PL 3626/2023                                  | 100 | 275 | 1      | 376  
2023 | 2336393-56  | REQ 1502/2022                                          | 349 | 24  | 3      | 376  
2023 | 2309053-176 | EMP 1 => PL 4188/2021                                  | 9   | 305 | 62     | 376  
2023 | 2391935-43  | REQ 3683/2023                                          | 369 | 5   | 1      | 375  
2023 | 2387066-100 | REQ 2998/2023                                          | 125 | 249 | 1      | 375  
2023 | 2354502-8   | REQ 1012/2023                                          | 330 | 43  | 2      | 375  
2023 | 2344938-71  | PRLP 1 => MPV 1147/2022                                | 132 | 242 | 1      | 375  
2023 | 2397925-16  | PRLP 1 => PL 5086/2023                                 | 94  | 279 | 1      | 374  
2023 | 2381043-45  | REQ 2815/2023                                          | 123 | 250 | 1      | 374  
2023 | 1548579-109 | PRLP 1 => PL 182/2024 (Nº Anterior: PL 2148/2015)      | 52  | 267 | 55     | 374  
2023 | 2358915-53  | REQ 2366/2023                                          | 29  | 283 | 60     | 372  
2023 | 2369594-8   | REQ 1961/2023                                          | 278 | 88  | 5      | 371  
2023 | 2409114-8   | (sem proposicao vinculada)                             | 358 | 10  | 1      | 369  
2023 | 2387066-101 | REQ 2998/2023                                          | 38  | 329 | 2      | 369  
2023 | 2224999-77  | REQ 2847/2021                                          | 26  | 281 | 62     | 369  
2023 | 2374400-58  | RPD 1 => PL 3626/2023                                  | 203 | 164 | 1      | 368  
2023 | 2205254-76  | REQ 1141/2023                                          | 347 | 18  | 2      | 367  
2023 | 503670-99   | REQ 8686/2018 => PL 5175/2009                          | 96  | 268 | 2      | 366  
2023 | 2351179-51  | EMP 1 => PL 1085/2023                                  | 325 | 36  | 4      | 365  
2023 | 2345378-38  | EMC 38/2023 MPV115122 => MPV 1151/2022                 | 337 | 27  | 1      | 365  
2023 | 2337246-43  | REQ 1613/2022                                          | 360 | 3   | 1      | 364  
2023 | 2407960-8   | REQ 4124/2023                                          | 302 | 57  | 4      | 363  
2023 | 2372071-26  | REQ 2649/2023                                          | 21  | 341 | 1      | 363  
2023 | 2360503-35  | EMP 1 => PL 2384/2023                                  | 91  | 260 | 12     | 363  
2023 | 2224999-88  | REQ 2847/2021                                          | 19  | 283 | 59     | 361  
2023 | 2376169-62  | REQ 2780/2023                                          | 269 | 87  | 2      | 358  
2023 | 2375497-8   | (sem proposicao vinculada)                             | 311 | 45  | 1      | 357  
2023 | 2367600-30  | RPD 1 => MPV 1177/2023                                 | 19  | 292 | 45     | 356  
2023 | 2345484-83  | EMC 6/2023 MPV115322 => MPV 1153/2022                  | 181 | 171 | 3      | 355  
2023 | 2381043-63  | REQ 2815/2023                                          | 235 | 110 | 8      | 353  
2023 | 2367600-35  | RPD 1 => MPV 1177/2023                                 | 9   | 286 | 56     | 351  
2023 | 2358922-21  | PPP 1 CPASF => PL 2250/2023                            | 318 | 31  | 2      | 351  
2023 | 2408125-7   | REQ 4138/2023                                          | 251 | 17  | 79     | 347  
2023 | 2376169-55  | REQ 2780/2023                                          | 91  | 253 | 2      | 346  
2023 | 2399396-7   | (sem proposicao vinculada)                             | 309 | 35  | 1      | 345  
2023 | 2309053-167 | EMP 1 => PL 4188/2021                                  | 22  | 266 | 53     | 341  
2023 | 2376169-46  | REQ 2780/2023                                          | 93  | 246 | 1      | 340  
2023 | 2387579-37  | PAR 1 => MPV 1187/2023                                 | 229 | 49  | 61     | 339  
2023 | 2345368-56  | DTQ 1 => MPV 1150/2022                                 | 143 | 195 | 1      | 339  
2023 | 2333929-40  | REQ 4144/2023                                          | 307 | 27  | 5      | 339  
2023 | 2367600-45  | RPD 1 => MPV 1177/2023                                 | 275 | 2   | 56     | 333  
2023 | 2387579-49  | PAR 1 => MPV 1187/2023                                 | 238 | 36  | 57     | 331  
2023 | 2387066-70  | REQ 2998/2023                                          | 48  | 282 | 1      | 331  
2023 | 2387035-55  | REQ 3312/2023                                          | 20  | 259 | 52     | 331  
2023 | 2387579-35  | PAR 1 => MPV 1187/2023                                 | 221 | 40  | 66     | 327  
2023 | 2387579-46  | PAR 1 => MPV 1187/2023                                 | 246 | 29  | 50     | 325  
2023 | 2387579-43  | PAR 1 => MPV 1187/2023                                 | 241 | 38  | 46     | 325  
2023 | 2367600-49  | RPD 1 => MPV 1177/2023                                 | 270 | 1   | 53     | 324  
2023 | 2387579-19  | PAR 1 => MPV 1187/2023                                 | 38  | 219 | 59     | 316  
2023 | 2376169-40  | REQ 2780/2023                                          | 81  | 234 | 1      | 316  
2023 | 2381043-66  | REQ 2815/2023                                          | 205 | 53  | 57     | 315  
2023 | 2394478-15  | REQ 3480/2023                                          | 312 |     | 1      | 313  
2023 | 2387579-40  | PAR 1 => MPV 1187/2023                                 | 225 | 32  | 55     | 312  
2023 | 2390639-8   | (sem proposicao vinculada)                             | 277 | 33  | 1      | 311  
2023 | 2367600-47  | RPD 1 => MPV 1177/2023                                 | 259 | 1   | 50     | 310  
2023 | 2301683-33  | REQ 823/2022                                           | 56  | 247 | 1      | 304  
2023 | 2387579-27  | PAR 1 => MPV 1187/2023                                 | 62  | 201 | 36     | 299  
2023 | 2309053-157 | EMP 1 => PL 4188/2021                                  | 10  | 243 | 38     | 291  
2023 | 2387066-80  | REQ 2998/2023                                          | 13  | 271 | 2      | 286  
2023 | 2345368-50  | DTQ 1 => MPV 1150/2022                                 | 150 | 122 | 1      | 273  
2023 | 2350568-29  | PRL 1 CCJC => PEC 3/2023                               | 18  | 45  | 1      | 64   
2023 | 2350568-33  | PRL 1 CCJC => PEC 3/2023                               | 20  | 39  |        | 59   
2023 | 559138-224  | PRL 1 CCJC => PL 6606/2019 (Nº Anterior: PL 4685/2012) | 31  | 25  |        | 56   
2023 | 2300232-56  | PRL 1 CCJC => PL 3299/2021                             | 20  | 36  |        | 56   
2023 | 2352476-62  | PRL 1 CCJC => PEC 9/2023                               | 45  | 10  |        | 55   
2023 | 1713431-125 | PRL 1 CCJC => PL 2932/2015                             | 23  | 32  |        | 55   
2023 | 2303871-36  | PRL 1 CCJC => PL 676/2021                              | 24  | 30  |        | 54   
2023 | 1713431-127 | PRL 1 CCJC => PL 2932/2015                             | 36  | 17  |        | 53   
2023 | 2352341-61  | PRL 1 CCJC => PDL 81/2023                              | 36  | 16  |        | 52   
2023 | 2352341-58  | PRL 1 CCJC => PDL 81/2023                              | 18  | 34  |        | 52   
2023 | 2133009-120 | PRL 1 CCJC => PL 7552/2017                             | 20  | 32  |        | 52   
2023 | 2325721-49  | PRL 1 CCJC => PL 1468/2022                             | 24  | 27  |        | 51   
2023 | 2289552-55  | PRL 1 CCJC => PLP 102/2021                             | 18  | 33  |        | 51   
2023 | 2190822-89  | PRL 1 CCJC => PL 267/2019                              | 37  | 14  |        | 51   
2023 | 1738740-118 | PRL 1 CCJC => PL 3079/2015                             | 21  | 30  |        | 51   
2023 | 2352476-40  | PRL 1 CCJC => PEC 9/2023                               | 12  | 38  |        | 50   
2023 | 2349447-30  | PRL 1 CCJC => PL 702/2023                              | 37  | 13  |        | 50   
2023 | 2196486-92  | PRL 1 CCJC => PL 1970/2019                             | 17  | 33  |        | 50   
(1171 rows)

