ano_dados;id_votacao;sigla_bancada;orientacao;sigla_orgao;descricao
2024;2350568-60;MINORIA;Sim;CCJC;"Aprovado o Parecer com o seguinte resultado: 31 votos ""Sim"", 27 votos ""Não"". Quórum de votação: 58 votos, apresentaram votos em separado os Deputados Alencar Santana e Bandeira de Mello."
2024;2475016-8;BLUNIPPFDRPSDBCID...;Sim;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 267; Não: 156; Total: 423."
2024;2475016-8;OPOSICAO;Obstrucao;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 267; Não: 156; Total: 423."
2024;2475016-8;MAIORIA;Sim;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 267; Não: 156; Total: 423."
2024;2475016-8;PL;Obstrucao;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 267; Não: 156; Total: 423."
2024;2475016-8;BLMDBPSDREPPODE;Sim;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 267; Não: 156; Total: 423."
2024;2475016-8;MINORIA;Obstrucao;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 267; Não: 156; Total: 423."
2024;2475016-8;PSB;Sim;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 267; Não: 156; Total: 423."
2024;2475016-8;FDRPSOL-REDE;Nao;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 267; Não: 156; Total: 423."
2024;2475016-8;NOVO;Obstrucao;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 267; Não: 156; Total: 423."
2024;2475016-8;FDRPT-PCDOB-PV;Sim;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 267; Não: 156; Total: 423."
2024;2475016-8;GOVERNO;Sim;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 267; Não: 156; Total: 423."
2024;2475018-8;FDRPT-PCDOB-PV;Sim;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 260; Não: 98; Abstenção: 2; Total: 360."
2024;2475018-8;BLUNIPPFDRPSDBCID...;Sim;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 260; Não: 98; Abstenção: 2; Total: 360."
2024;2475018-8;MAIORIA;Sim;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 260; Não: 98; Abstenção: 2; Total: 360."
2024;2475018-8;PSB;Sim;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 260; Não: 98; Abstenção: 2; Total: 360."
2024;2475018-8;BLMDBPSDREPPODE;Sim;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 260; Não: 98; Abstenção: 2; Total: 360."
2024;2475018-8;FDRPSOL-REDE;Nao;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 260; Não: 98; Abstenção: 2; Total: 360."
2024;2475018-8;GOVERNO;Sim;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 260; Não: 98; Abstenção: 2; Total: 360."
2024;2475018-8;OPOSICAO;Obstrucao;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 260; Não: 98; Abstenção: 2; Total: 360."
2024;2475018-8;NOVO;Obstrucao;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 260; Não: 98; Abstenção: 2; Total: 360."
2024;2475018-8;PL;Obstrucao;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 260; Não: 98; Abstenção: 2; Total: 360."
2024;2475018-8;MINORIA;Obstrucao;PLEN;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 260; Não: 98; Abstenção: 2; Total: 360."
2024;1197773-140;MINORIA;Nao;PLEN;"Rejeitadas as Emendas do Senado Federal ao Projeto de Lei nº 996, de 2015, ressalvados os destaques. Sim: 23; Não: 404; Abstenção: 1; Total: 428."
2024;1197773-140;FDRPSOL-REDE;Nao;PLEN;"Rejeitadas as Emendas do Senado Federal ao Projeto de Lei nº 996, de 2015, ressalvados os destaques. Sim: 23; Não: 404; Abstenção: 1; Total: 428."
2024;1197773-140;GOVERNO;Liberado;PLEN;"Rejeitadas as Emendas do Senado Federal ao Projeto de Lei nº 996, de 2015, ressalvados os destaques. Sim: 23; Não: 404; Abstenção: 1; Total: 428."
2024;1197773-140;NOVO;Nao;PLEN;"Rejeitadas as Emendas do Senado Federal ao Projeto de Lei nº 996, de 2015, ressalvados os destaques. Sim: 23; Não: 404; Abstenção: 1; Total: 428."
2024;1197773-140;BLMDBPSDREPPODE;Nao;PLEN;"Rejeitadas as Emendas do Senado Federal ao Projeto de Lei nº 996, de 2015, ressalvados os destaques. Sim: 23; Não: 404; Abstenção: 1; Total: 428."
2024;1197773-140;OPOSICAO;Nao;PLEN;"Rejeitadas as Emendas do Senado Federal ao Projeto de Lei nº 996, de 2015, ressalvados os destaques. Sim: 23; Não: 404; Abstenção: 1; Total: 428."
2024;1197773-140;MAIORIA;Nao;PLEN;"Rejeitadas as Emendas do Senado Federal ao Projeto de Lei nº 996, de 2015, ressalvados os destaques. Sim: 23; Não: 404; Abstenção: 1; Total: 428."
2024;1197773-140;PL;Nao;PLEN;"Rejeitadas as Emendas do Senado Federal ao Projeto de Lei nº 996, de 2015, ressalvados os destaques. Sim: 23; Não: 404; Abstenção: 1; Total: 428."
2024;1197773-140;PSB;Nao;PLEN;"Rejeitadas as Emendas do Senado Federal ao Projeto de Lei nº 996, de 2015, ressalvados os destaques. Sim: 23; Não: 404; Abstenção: 1; Total: 428."
2024;1197773-140;FDRPT-PCDOB-PV;Nao;PLEN;"Rejeitadas as Emendas do Senado Federal ao Projeto de Lei nº 996, de 2015, ressalvados os destaques. Sim: 23; Não: 404; Abstenção: 1; Total: 428."
2024;1197773-140;BLUNIPPFDRPSDBCID...;Nao;PLEN;"Rejeitadas as Emendas do Senado Federal ao Projeto de Lei nº 996, de 2015, ressalvados os destaques. Sim: 23; Não: 404; Abstenção: 1; Total: 428."
2024;1594768-93;PL;Sim;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 17 votos ""Sim"", 18 votos ""Não"". Quórum de votação: 35 votos."
2024;1594768-93;FDRPT-PCDOB-PV;Nao;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 17 votos ""Sim"", 18 votos ""Não"". Quórum de votação: 35 votos."
2024;1594768-93;MINORIA;Sim;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 17 votos ""Sim"", 18 votos ""Não"". Quórum de votação: 35 votos."
2024;1594768-93;OPOSICAO;Sim;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 17 votos ""Sim"", 18 votos ""Não"". Quórum de votação: 35 votos."
2024;1594768-93;PSD;Nao;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 17 votos ""Sim"", 18 votos ""Não"". Quórum de votação: 35 votos."
2024;2373113-47;FDRPT-PCDOB-PV;Liberado;CCJC;"Aprovado o Requerimento de Adiamento de Votação. Resultado: 38 votos ""Sim"", 24 votos ""Não"". Quórum de votação: 62 votos."
2024;2373113-47;OPOSICAO;Liberado;CCJC;"Aprovado o Requerimento de Adiamento de Votação. Resultado: 38 votos ""Sim"", 24 votos ""Não"". Quórum de votação: 62 votos."
2024;2373113-47;PSB;Sim;CCJC;"Aprovado o Requerimento de Adiamento de Votação. Resultado: 38 votos ""Sim"", 24 votos ""Não"". Quórum de votação: 62 votos."
2024;2373113-47;UNIAO;Sim;CCJC;"Aprovado o Requerimento de Adiamento de Votação. Resultado: 38 votos ""Sim"", 24 votos ""Não"". Quórum de votação: 62 votos."
2024;2373113-47;MINORIA;Liberado;CCJC;"Aprovado o Requerimento de Adiamento de Votação. Resultado: 38 votos ""Sim"", 24 votos ""Não"". Quórum de votação: 62 votos."
2024;2373113-47;PP;Sim;CCJC;"Aprovado o Requerimento de Adiamento de Votação. Resultado: 38 votos ""Sim"", 24 votos ""Não"". Quórum de votação: 62 votos."
2024;2373113-47;PL;Liberado;CCJC;"Aprovado o Requerimento de Adiamento de Votação. Resultado: 38 votos ""Sim"", 24 votos ""Não"". Quórum de votação: 62 votos."
2024;2373113-47;REPUBLICANOS;Sim;CCJC;"Aprovado o Requerimento de Adiamento de Votação. Resultado: 38 votos ""Sim"", 24 votos ""Não"". Quórum de votação: 62 votos."
2024;2373113-47;PSD;Sim;CCJC;"Aprovado o Requerimento de Adiamento de Votação. Resultado: 38 votos ""Sim"", 24 votos ""Não"". Quórum de votação: 62 votos."
2024;2373113-42;PSB;Sim;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 26 votos ""Sim"", 29 votos ""Não"". Quórum de votação: 55 votos."
2024;2373113-42;OPOSICAO;Liberado;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 26 votos ""Sim"", 29 votos ""Não"". Quórum de votação: 55 votos."
2024;2373113-42;MDB;Liberado;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 26 votos ""Sim"", 29 votos ""Não"". Quórum de votação: 55 votos."
2024;2373113-42;GOVERNO;Liberado;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 26 votos ""Sim"", 29 votos ""Não"". Quórum de votação: 55 votos."
2024;2373113-42;FDRPT-PCDOB-PV;Liberado;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 26 votos ""Sim"", 29 votos ""Não"". Quórum de votação: 55 votos."
2024;2373113-42;PL;Liberado;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 26 votos ""Sim"", 29 votos ""Não"". Quórum de votação: 55 votos."
2024;2373113-42;MINORIA;Liberado;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 26 votos ""Sim"", 29 votos ""Não"". Quórum de votação: 55 votos."
2024;2219957-61;MINORIA;Sim;CCJC;"Aprovado o Parecer com o seguinte resultado: 27 votos ""Sim"", 11 votos ""Não"". Quórum de votação: 38 votos, apresentou voto em separado a Deputada Laura Carneiro."
2024;2219957-61;FDRPT-PCDOB-PV;Nao;CCJC;"Aprovado o Parecer com o seguinte resultado: 27 votos ""Sim"", 11 votos ""Não"". Quórum de votação: 38 votos, apresentou voto em separado a Deputada Laura Carneiro."
2024;2219957-61;OPOSICAO;Sim;CCJC;"Aprovado o Parecer com o seguinte resultado: 27 votos ""Sim"", 11 votos ""Não"". Quórum de votação: 38 votos, apresentou voto em separado a Deputada Laura Carneiro."
2024;2219957-61;PSB;Nao;CCJC;"Aprovado o Parecer com o seguinte resultado: 27 votos ""Sim"", 11 votos ""Não"". Quórum de votação: 38 votos, apresentou voto em separado a Deputada Laura Carneiro."
2024;2219957-61;PL;Sim;CCJC;"Aprovado o Parecer com o seguinte resultado: 27 votos ""Sim"", 11 votos ""Não"". Quórum de votação: 38 votos, apresentou voto em separado a Deputada Laura Carneiro."
2024;2219957-58;UNIAO;Nao;CCJC;"Rejeitado o Requerimento de Adiamento de Votação. Resultado: 13 votos ""Sim"", 25 votos ""Não"". Quórum de votação: 38 votos."
2024;2219957-58;MAIORIA;Sim;CCJC;"Rejeitado o Requerimento de Adiamento de Votação. Resultado: 13 votos ""Sim"", 25 votos ""Não"". Quórum de votação: 38 votos."
2024;2219957-58;GOVERNO;Sim;CCJC;"Rejeitado o Requerimento de Adiamento de Votação. Resultado: 13 votos ""Sim"", 25 votos ""Não"". Quórum de votação: 38 votos."
2024;2219957-58;PL;Nao;CCJC;"Rejeitado o Requerimento de Adiamento de Votação. Resultado: 13 votos ""Sim"", 25 votos ""Não"". Quórum de votação: 38 votos."
2024;2219957-58;MINORIA;Nao;CCJC;"Rejeitado o Requerimento de Adiamento de Votação. Resultado: 13 votos ""Sim"", 25 votos ""Não"". Quórum de votação: 38 votos."
2024;2219957-58;FDRPT-PCDOB-PV;Sim;CCJC;"Rejeitado o Requerimento de Adiamento de Votação. Resultado: 13 votos ""Sim"", 25 votos ""Não"". Quórum de votação: 38 votos."
2024;2219957-58;PSB;Sim;CCJC;"Rejeitado o Requerimento de Adiamento de Votação. Resultado: 13 votos ""Sim"", 25 votos ""Não"". Quórum de votação: 38 votos."
2024;2219957-58;OPOSICAO;Nao;CCJC;"Rejeitado o Requerimento de Adiamento de Votação. Resultado: 13 votos ""Sim"", 25 votos ""Não"". Quórum de votação: 38 votos."
2024;2219957-54;FDRPSOL-REDE;Obstrucao;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 5 votos ""Sim"", 28 votos ""Não"", 1 Abstenção. Quórum de votação: 34 votos válidos e 4 obstruções."
2024;2219957-54;FDRPT-PCDOB-PV;Obstrucao;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 5 votos ""Sim"", 28 votos ""Não"", 1 Abstenção. Quórum de votação: 34 votos válidos e 4 obstruções."
2024;2219957-54;UNIAO;Nao;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 5 votos ""Sim"", 28 votos ""Não"", 1 Abstenção. Quórum de votação: 34 votos válidos e 4 obstruções."
2024;2219957-54;PL;Nao;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 5 votos ""Sim"", 28 votos ""Não"", 1 Abstenção. Quórum de votação: 34 votos válidos e 4 obstruções."
2024;2219957-54;MINORIA;Nao;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 5 votos ""Sim"", 28 votos ""Não"", 1 Abstenção. Quórum de votação: 34 votos válidos e 4 obstruções."
2024;2314518-38;UNIAO;Nao;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 11 votos ""Sim"", 26 votos ""Não"". Quórum de votação: 37 votos válidos e 10 obstruções."
2024;2314518-38;GOVERNO;Obstrucao;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 11 votos ""Sim"", 26 votos ""Não"". Quórum de votação: 37 votos válidos e 10 obstruções."
2024;2314518-38;PL;Nao;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 11 votos ""Sim"", 26 votos ""Não"". Quórum de votação: 37 votos válidos e 10 obstruções."
2024;2314518-38;PDT;Sim;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 11 votos ""Sim"", 26 votos ""Não"". Quórum de votação: 37 votos válidos e 10 obstruções."
2024;2314518-38;MAIORIA;Obstrucao;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 11 votos ""Sim"", 26 votos ""Não"". Quórum de votação: 37 votos válidos e 10 obstruções."
2024;2314518-38;REPUBLICANOS;Nao;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 11 votos ""Sim"", 26 votos ""Não"". Quórum de votação: 37 votos válidos e 10 obstruções."
2024;2314518-38;FDRPT-PCDOB-PV;Obstrucao;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 11 votos ""Sim"", 26 votos ""Não"". Quórum de votação: 37 votos válidos e 10 obstruções."
2024;2314518-38;OPOSICAO;Nao;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 11 votos ""Sim"", 26 votos ""Não"". Quórum de votação: 37 votos válidos e 10 obstruções."
2024;2314518-38;FDRPSOL-REDE;Obstrucao;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 11 votos ""Sim"", 26 votos ""Não"". Quórum de votação: 37 votos válidos e 10 obstruções."
2024;2314518-38;MINORIA;Nao;CCJC;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 11 votos ""Sim"", 26 votos ""Não"". Quórum de votação: 37 votos válidos e 10 obstruções."
2024;2350568-53;REPUBLICANOS;Sim;CCJC;"Aprovado o Requerimento de Encerramento de Discussão. Encerrada a discussão. . Resultado: 29 votos ""Sim"", 22 votos ""Não"". Quórum de votação: 51 votos."
2024;2350568-53;MAIORIA;Nao;CCJC;"Aprovado o Requerimento de Encerramento de Discussão. Encerrada a discussão. . Resultado: 29 votos ""Sim"", 22 votos ""Não"". Quórum de votação: 51 votos."
2024;2350568-53;MINORIA;Sim;CCJC;"Aprovado o Requerimento de Encerramento de Discussão. Encerrada a discussão. . Resultado: 29 votos ""Sim"", 22 votos ""Não"". Quórum de votação: 51 votos."
2024;2350568-53;OPOSICAO;Sim;CCJC;"Aprovado o Requerimento de Encerramento de Discussão. Encerrada a discussão. . Resultado: 29 votos ""Sim"", 22 votos ""Não"". Quórum de votação: 51 votos."
2024;2350568-53;GOVERNO;Nao;CCJC;"Aprovado o Requerimento de Encerramento de Discussão. Encerrada a discussão. . Resultado: 29 votos ""Sim"", 22 votos ""Não"". Quórum de votação: 51 votos."
2024;2350568-53;SOLIDARIEDADE;Nao;CCJC;"Aprovado o Requerimento de Encerramento de Discussão. Encerrada a discussão. . Resultado: 29 votos ""Sim"", 22 votos ""Não"". Quórum de votação: 51 votos."
2024;2350568-53;PSB;Nao;CCJC;"Aprovado o Requerimento de Encerramento de Discussão. Encerrada a discussão. . Resultado: 29 votos ""Sim"", 22 votos ""Não"". Quórum de votação: 51 votos."
2024;2350568-53;PL;Sim;CCJC;"Aprovado o Requerimento de Encerramento de Discussão. Encerrada a discussão. . Resultado: 29 votos ""Sim"", 22 votos ""Não"". Quórum de votação: 51 votos."
2024;2350568-53;FDRPT-PCDOB-PV;Nao;CCJC;"Aprovado o Requerimento de Encerramento de Discussão. Encerrada a discussão. . Resultado: 29 votos ""Sim"", 22 votos ""Não"". Quórum de votação: 51 votos."
2024;2350568-53;UNIAO;Sim;CCJC;"Aprovado o Requerimento de Encerramento de Discussão. Encerrada a discussão. . Resultado: 29 votos ""Sim"", 22 votos ""Não"". Quórum de votação: 51 votos."
2024;2441882-22;OPOSICAO;Nao;CE;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 13 votos ""Sim"", 14 votos ""Não"". Quórum de votação: 27 votos."
2024;2441882-22;PL;Nao;CE;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 13 votos ""Sim"", 14 votos ""Não"". Quórum de votação: 27 votos."
2024;2441882-22;GOVERNO;Sim;CE;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 13 votos ""Sim"", 14 votos ""Não"". Quórum de votação: 27 votos."
2024;2441882-22;PSB;Sim;CE;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 13 votos ""Sim"", 14 votos ""Não"". Quórum de votação: 27 votos."
2024;2350568-47;MINORIA;Nao;CCJC;"Rejeitado o Requerimento de Adiamento de Discussão. Resultado: 19 votos ""Sim"", 37 votos ""Não"". Quórum de votação: 56 votos."
2024;2350568-47;FDRPSOL-REDE;Sim;CCJC;"Rejeitado o Requerimento de Adiamento de Discussão. Resultado: 19 votos ""Sim"", 37 votos ""Não"". Quórum de votação: 56 votos."
2024;2350568-47;GOVERNO;Sim;CCJC;"Rejeitado o Requerimento de Adiamento de Discussão. Resultado: 19 votos ""Sim"", 37 votos ""Não"". Quórum de votação: 56 votos."
2024;2350568-47;PL;Nao;CCJC;"Rejeitado o Requerimento de Adiamento de Discussão. Resultado: 19 votos ""Sim"", 37 votos ""Não"". Quórum de votação: 56 votos."
2024;2350568-47;MAIORIA;Sim;CCJC;"Rejeitado o Requerimento de Adiamento de Discussão. Resultado: 19 votos ""Sim"", 37 votos ""Não"". Quórum de votação: 56 votos."
2024;2350568-47;NOVO;Nao;CCJC;"Rejeitado o Requerimento de Adiamento de Discussão. Resultado: 19 votos ""Sim"", 37 votos ""Não"". Quórum de votação: 56 votos."
2024;2350568-47;PSB;Sim;CCJC;"Rejeitado o Requerimento de Adiamento de Discussão. Resultado: 19 votos ""Sim"", 37 votos ""Não"". Quórum de votação: 56 votos."
2024;2350568-47;FDRPT-PCDOB-PV;Sim;CCJC;"Rejeitado o Requerimento de Adiamento de Discussão. Resultado: 19 votos ""Sim"", 37 votos ""Não"". Quórum de votação: 56 votos."
2024;2350568-47;UNIAO;Nao;CCJC;"Rejeitado o Requerimento de Adiamento de Discussão. Resultado: 19 votos ""Sim"", 37 votos ""Não"". Quórum de votação: 56 votos."
2024;2350568-47;REPUBLICANOS;Nao;CCJC;"Rejeitado o Requerimento de Adiamento de Discussão. Resultado: 19 votos ""Sim"", 37 votos ""Não"". Quórum de votação: 56 votos."
2024;2462730-34;GOVERNO;Sim;PLEN;"Aprovado o Projeto de Decreto Legislativo nº 361, de 2024. Sim: 296; Não: 108; Total: 404."
2024;2462730-34;NOVO;Nao;PLEN;"Aprovado o Projeto de Decreto Legislativo nº 361, de 2024. Sim: 296; Não: 108; Total: 404."
2024;2462730-34;FDRPT-PCDOB-PV;Sim;PLEN;"Aprovado o Projeto de Decreto Legislativo nº 361, de 2024. Sim: 296; Não: 108; Total: 404."
2024;2462730-34;BLMDBPSDREPPODE;Sim;PLEN;"Aprovado o Projeto de Decreto Legislativo nº 361, de 2024. Sim: 296; Não: 108; Total: 404."
2024;2462730-34;PSB;Sim;PLEN;"Aprovado o Projeto de Decreto Legislativo nº 361, de 2024. Sim: 296; Não: 108; Total: 404."
2024;2462730-34;MINORIA;Nao;PLEN;"Aprovado o Projeto de Decreto Legislativo nº 361, de 2024. Sim: 296; Não: 108; Total: 404."
2024;2462730-34;PL;Nao;PLEN;"Aprovado o Projeto de Decreto Legislativo nº 361, de 2024. Sim: 296; Não: 108; Total: 404."
2024;2462730-34;OPOSICAO;Nao;PLEN;"Aprovado o Projeto de Decreto Legislativo nº 361, de 2024. Sim: 296; Não: 108; Total: 404."
2024;2462730-34;FDRPSOL-REDE;Sim;PLEN;"Aprovado o Projeto de Decreto Legislativo nº 361, de 2024. Sim: 296; Não: 108; Total: 404."
2024;2462730-34;MAIORIA;Sim;PLEN;"Aprovado o Projeto de Decreto Legislativo nº 361, de 2024. Sim: 296; Não: 108; Total: 404."
2024;2462730-34;BLUNIPPFDRPSDBCID...;Sim;PLEN;"Aprovado o Projeto de Decreto Legislativo nº 361, de 2024. Sim: 296; Não: 108; Total: 404."
2024;2462730-28;FDRPT-PCDOB-PV;Nao;PLEN;"Rejeitado o Requerimento. Sim: 38; Não: 357; Total: 395."
2024;2462730-28;FDRPSOL-REDE;Nao;PLEN;"Rejeitado o Requerimento. Sim: 38; Não: 357; Total: 395."
2024;2462730-28;MAIORIA;Nao;PLEN;"Rejeitado o Requerimento. Sim: 38; Não: 357; Total: 395."
2024;2462730-28;BLMDBPSDREPPODE;Nao;PLEN;"Rejeitado o Requerimento. Sim: 38; Não: 357; Total: 395."
2024;2462730-28;PSB;Nao;PLEN;"Rejeitado o Requerimento. Sim: 38; Não: 357; Total: 395."
2024;2462730-28;OPOSICAO;Nao;PLEN;"Rejeitado o Requerimento. Sim: 38; Não: 357; Total: 395."
2024;2462730-28;BLUNIPPFDRPSDBCID...;Nao;PLEN;"Rejeitado o Requerimento. Sim: 38; Não: 357; Total: 395."
2024;2462730-28;MINORIA;Sim;PLEN;"Rejeitado o Requerimento. Sim: 38; Não: 357; Total: 395."
2024;2462730-28;PL;Nao;PLEN;"Rejeitado o Requerimento. Sim: 38; Não: 357; Total: 395."
2024;2462730-28;GOVERNO;Nao;PLEN;"Rejeitado o Requerimento. Sim: 38; Não: 357; Total: 395."
2024;2462730-28;NOVO;Sim;PLEN;"Rejeitado o Requerimento. Sim: 38; Não: 357; Total: 395."
2024;2374515-24;MINORIA;Sim;CDHMIR;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 3 votos ""Sim"", 10 votos ""Não"". Quórum de votação: 13 votos."
2024;2374515-24;MAIORIA;Nao;CDHMIR;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 3 votos ""Sim"", 10 votos ""Não"". Quórum de votação: 13 votos."
2024;2374515-24;GOVERNO;Nao;CDHMIR;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 3 votos ""Sim"", 10 votos ""Não"". Quórum de votação: 13 votos."
2024;2374515-24;FDRPT-PCDOB-PV;Nao;CDHMIR;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 3 votos ""Sim"", 10 votos ""Não"". Quórum de votação: 13 votos."
2024;2349647-27;GOVERNO;Nao;CDHMIR;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 3 votos ""Sim"", 10 votos ""Não"". Quórum de votação: 13 votos."
2024;2349647-27;MINORIA;Sim;CDHMIR;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 3 votos ""Sim"", 10 votos ""Não"". Quórum de votação: 13 votos."
2024;2349647-27;PL;Sim;CDHMIR;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 3 votos ""Sim"", 10 votos ""Não"". Quórum de votação: 13 votos."
2024;2349647-27;MAIORIA;Nao;CDHMIR;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 3 votos ""Sim"", 10 votos ""Não"". Quórum de votação: 13 votos."
2024;2349647-27;FDRPT-PCDOB-PV;Nao;CDHMIR;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 3 votos ""Sim"", 10 votos ""Não"". Quórum de votação: 13 votos."
2024;2320532-41;FDRPT-PCDOB-PV;Sim;CDHMIR;"Aprovado o Parecer com o seguinte resultado: 11 votos ""Sim"", 2 votos ""Não"". Quórum de votação: 13 votos."
2024;2320532-41;GOVERNO;Sim;CDHMIR;"Aprovado o Parecer com o seguinte resultado: 11 votos ""Sim"", 2 votos ""Não"". Quórum de votação: 13 votos."
2024;2320532-41;MINORIA;Nao;CDHMIR;"Aprovado o Parecer com o seguinte resultado: 11 votos ""Sim"", 2 votos ""Não"". Quórum de votação: 13 votos."
2024;2320532-41;MAIORIA;Sim;CDHMIR;"Aprovado o Parecer com o seguinte resultado: 11 votos ""Sim"", 2 votos ""Não"". Quórum de votação: 13 votos."
2024;2320532-41;PL;Nao;CDHMIR;"Aprovado o Parecer com o seguinte resultado: 11 votos ""Sim"", 2 votos ""Não"". Quórum de votação: 13 votos."
2024;2320532-38;FDRPT-PCDOB-PV;Nao;CDHMIR;"Rejeitado o Requerimento de Adiamento de Votação. Resultado: 1 voto ""Sim"", 10 votos ""Não"". Quórum de votação: 11 votos."
2024;2320532-38;GOVERNO;Nao;CDHMIR;"Rejeitado o Requerimento de Adiamento de Votação. Resultado: 1 voto ""Sim"", 10 votos ""Não"". Quórum de votação: 11 votos."
2024;2320532-38;MAIORIA;Nao;CDHMIR;"Rejeitado o Requerimento de Adiamento de Votação. Resultado: 1 voto ""Sim"", 10 votos ""Não"". Quórum de votação: 11 votos."
2024;2320532-38;PL;Sim;CDHMIR;"Rejeitado o Requerimento de Adiamento de Votação. Resultado: 1 voto ""Sim"", 10 votos ""Não"". Quórum de votação: 11 votos."
2024;2320532-34;FDRPT-PCDOB-PV;Nao;CDHMIR;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 2 votos ""Sim"", 10 votos ""Não"". Quórum de votação: 12 votos."
2024;2320532-34;GOVERNO;Nao;CDHMIR;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 2 votos ""Sim"", 10 votos ""Não"". Quórum de votação: 12 votos."
2024;2320532-34;PL;Sim;CDHMIR;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 2 votos ""Sim"", 10 votos ""Não"". Quórum de votação: 12 votos."
2024;2320532-34;MAIORIA;Nao;CDHMIR;"Rejeitado o Requerimento de Retirada de Pauta. Resultado: 2 votos ""Sim"", 10 votos ""Não"". Quórum de votação: 12 votos."
2024;2317934-32;FDRPT-PCDOB-PV;Nao;CDHMIR;"Rejeitado o Requerimento de Adiamento de Votação. Resultado: 2 votos ""Sim"", 9 votos ""Não"". Quórum de votação: 11 votos."
