Q8 complemento - ranking completo de influencia legislativa global
 id_deputado |                nome                 | proposicoes_autoria | proposicoes_aprovadas | pct_aprovadas 
       74095 | Pauderney Avelino                   |                 212 |                     0 |              
      171617 | Paulão                              |                 896 |                     0 |              
      141518 | Paulinho da Força                   |                 115 |                     0 |              
      220627 | Paulinho Freire                     |                 216 |                     0 |              
      141516 | Paulo Abi-Ackel                     |                 160 |                     0 |              
      220650 | Paulo Alexandre Barbosa             |                 526 |                     0 |              
      178860 | Paulo Azi                           |                 136 |                     0 |              
      160517 | Paulo Folletto                      |                 626 |                     0 |              
      160558 | Paulo Freire Costa                  |                 183 |                     0 |              
      204492 | Paulo Guedes                        |                 525 |                     0 |              
      233592 | Paulo Lemos                         |                  34 |                     0 |              
      220685 | Paulo Litro                         |                 253 |                     0 |              
       74574 | Paulo Magalhães                     |                 218 |                     0 |              
      128760 | Paulo Marinho Jr                    |                  15 |                     0 |              
       74400 | Paulo Pimenta                       |                 123 |                     0 |              
      141488 | Paulo Teixeira                      |                  18 |                     0 |              
      220630 | Pedro Aihara                        |                 884 |                     0 |              
      220667 | Pedro Campos                        |                 857 |                     0 |              
      229112 | Pedro Jr                            |                  25 |                     0 |              
      122974 | Pedro Lucas Fernandes               |                1142 |                     0 |              
      204395 | Pedro Lupion                        |                 792 |                     0 |              
      122158 | Pedro Paulo                         |                 178 |                     0 |              
      229259 | Pedro Tourinho                      |                   8 |                     0 |              
      160604 | Pedro Uczai                         |                2331 |                     0 |              
      204406 | Pedro Westphalen                    |                 687 |                     0 |              
      161440 | Pezenti                             |                 823 |                     0 |              
      204524 | Pinheirinho                         |                 225 |                     0 |              
       73486 | Pompeo de Mattos                    |                 736 |                     0 |              
      226075 | Priscila Costa                      |                  43 |                     0 |              
      160601 | Pr. Marco Feliciano                 |                1060 |                     0 |              
      220580 | Professora Goreth                   |                 534 |                     0 |              
      204390 | Professor Alcides                   |                 413 |                     0 |              
      221338 | Professora Luciene Cavalcante       |                1350 |                     0 |              
      160641 | Professora Marcivania               |                  52 |                     0 |              
       89536 | Prof. Paulo Fernando                |                 504 |                     0 |              
      220533 | Prof. Reginaldo Veras               |                 651 |                     0 |              
      220586 | Rafael Brito                        |                 584 |                     0 |              
      233594 | Rafael Fera                         |                  71 |                     0 |              
      220532 | Rafael Prudente                     |                 303 |                     0 |              
      220626 | Rafael Simoes                       |                 450 |                     0 |              
      204567 | Raimundo Costa                      |                 323 |                     0 |              
       74084 | Raimundo Santos                     |                4226 |                     0 |              
      115200 | Raniery Paulino                     |                  54 |                     0 |              
       74161 | Reginaldo Lopes                     |                 292 |                     0 |              
      221378 | Reginete Bispo                      |                 335 |                     0 |              
      220606 | Reimont                             |                1001 |                     0 |              
      205865 | Reinhold Stephanes                  |                 224 |                     0 |              
      225386 | Renan Ferreirinha                   |                  24 |                     0 |              
      178989 | Renata Abreu                        |                 621 |                     0 |              
      153423 | Renilce Nicodemos                   |                 552 |                     0 |              
       73801 | Renildo Calheiros                   |                 319 |                     0 |              
      175765 | Ribamar Silva                       |                  92 |                     0 |              
      235088 | Ribeiro Neto                        |                 105 |                     0 |              
      221329 | Ricardo Abrão                       |                 237 |                     0 |              
      220543 | Ricardo Ayres                       |                1653 |                     0 |              
       73788 | Ricardo Barros                      |                  31 |                     0 |              
      234310 | Ricardo Galvão                      |                  41 |                     0 |              
      204362 | Ricardo Guidi                       |                 126 |                     0 |              
      220694 | Ricardo Maia                        |                 156 |                     0 |              
      220633 | Ricardo Salles                      |                 552 |                     0 |              
      213274 | Ricardo Silva                       |                 349 |                     0 |              
      204489 | Robério Monteiro                    |                  44 |                     0 |              
      220693 | Roberta Roma                        |                 355 |                     0 |              
      220588 | Roberto Duarte                      |                 771 |                     0 |              
      220613 | Roberto Monteiro Pai                |                 756 |                     0 |              
      220624 | Robinson Faria                      |                 211 |                     0 |              
      220546 | Rodolfo Nogueira                    |                 658 |                     0 |              
      230767 | Rodrigo da Zaeli                    |                 997 |                     0 |              
      141531 | Rodrigo de Castro                   |                 235 |                     0 |              
      223128 | Rodrigo Estacho                     |                 245 |                     0 |              
      220641 | Rodrigo Gambale                     |                 793 |                     0 |              
      141533 | Rodrigo Rollemberg                  |                 127 |                     0 |              
      165470 | Rodrigo Valadares                   |                1107 |                     0 |              
      220695 | Rogéria Santos                      |                2260 |                     0 |              
      204480 | Rogério Correia                     |                1085 |                     0 |              
      160629 | Romero Rodrigues                    |                 715 |                     0 |              
      163321 | Ronaldo Nogueira                    |                 148 |                     0 |              
      204525 | Rosana Valle                        |                 481 |                     0 |              
      178945 | Rosangela Gomes                     |                  16 |                     0 |              
      220644 | Rosangela Moro                      |                 990 |                     0 |              
      220620 | Rosângela Reis                      |                 355 |                     0 |              
       73806 | Roseana Sarney                      |                  76 |                     0 |              
       74371 | Rubens Otoni                        |                 400 |                     0 |              
      178887 | Rubens Pereira Júnior               |                1394 |                     0 |              
       73604 | Rui Falcão                          |                 317 |                     0 |              
      160635 | Ruy Carneiro                        |                 382 |                     0 |              
      204535 | Sâmia Bomfim                        |                2785 |                     0 |              
      233598 | Samuel Santos                       |                  19 |                     0 |              
      220631 | Samuel Viana                        |                 245 |                     0 |              
      204416 | Sanderson                           |                1507 |                     0 |              
      160621 | Sandro Alex                         |                  14 |                     0 |              
      204387 | Sargento Fahur                      |                 764 |                     0 |              
      220621 | Sargento Gonçalves                  |                1288 |                     0 |              
      220618 | Sargento Portugal                   |                7043 |                     0 |              
      220713 | Saullo Vianna                       |                1572 |                     0 |              
      226837 | Saulo Pedroso                       |                 216 |                     0 |              
       73808 | Sérgio Brito                        |                   3 |                     0 |              
       77003 | Sergio Santos Rodrigues             |                  21 |                     0 |              
      178933 | Sergio Souza                        |                 299 |                     0 |              
      235776 | Sérgio Turra                        |                   6 |                     0 |              
      204557 | Sidney Leite                        |                 699 |                     0 |              
       74356 | Silas Câmara                        |                5357 |                     0 |              
      204360 | Silvia Cristina                     |                 910 |                     0 |              
      220579 | Silvia Waiãpi                       |                 989 |                     0 |              
      227310 | Silvio Antonio                      |                  60 |                     0 |              
      204425 | Silvio Costa Filho                  |                 260 |                     0 |              
      220569 | Silvye Alves                        |                 882 |                     0 |              
      220651 | Simone Marquetto                    |                 300 |                     0 |              
      104552 | Socorro Neri                        |                1121 |                     0 |              
      222565 | Soldado Noelio                      |                  45 |                     0 |              
      220643 | Sônia Guajajara                     |                   5 |                     0 |              
      220575 | Sonize Barbosa                      |                 273 |                     0 |              
      178946 | Soraya Santos                       |                 374 |                     0 |              
      178947 | Sóstenes Cavalcante                 |                5275 |                     0 |              
       92776 | Stefano Aguiar                      |                 178 |                     0 |              
      204534 | Tabata Amaral                       |                 991 |                     0 |              
      230177 | Tadeu Oliveira                      |                  20 |                     0 |              
      220682 | Tadeu Veneri                        |                 780 |                     0 |              
      204464 | Talíria Petrone                     |                1730 |                     0 |              
      220598 | Tarcísio Motta                      |                2463 |                     0 |              
      220560 | Thiago de Joaldo                    |                 381 |                     0 |              
      220597 | Thiago Flores                       |                 360 |                     0 |              
      143084 | Tiago Dimas                         |                  22 |                     0 |              
      220684 | Tião Medeiros                       |                 568 |                     0 |              
      160976 | Tiririca                            |                 147 |                     0 |              
      178934 | Toninho Wandscheer                  |                 617 |                     0 |              
      157130 | Túlio Gadêlha                       |                1599 |                     0 |              
      223398 | Ulisses Guimarães                   |                  19 |                     0 |              
      160610 | Valmir Assunção                     |                 982 |                     0 |              
      234673 | Vanderlan Alves                     |                  82 |                     0 |              
       74376 | Vander Loubet                       |                 520 |                     0 |              
      204396 | Vermelho                            |                 411 |                     0 |              
       74283 | Vicentinho                          |                 428 |                     0 |              
      137070 | Vicentinho Júnior                   |                 612 |                     0 |              
      141555 | Vinicius Carvalho                   |                1283 |                     0 |              
      160591 | Vinicius Gurgel                     |                  63 |                     0 |              
      178992 | Vitor Lippi                         |                 747 |                     0 |              
       91228 | Waldemar Oliveira                   |                 416 |                     0 |              
      160569 | Waldenor Pereira                    |                 503 |                     0 |              
      220601 | Washington Quaquá                   |                 381 |                     0 |              
      160518 | Weliton Prado                       |                 455 |                     0 |              
       74043 | Wellington Roberto                  |                 232 |                     0 |              
      224333 | Welter                              |                 678 |                     0 |              
       74044 | Wilson Santiago                     |                 572 |                     0 |              
      182146 | Wolmer Araújo                       |                  16 |                     0 |              
      220564 | Yandra Moura                        |                 708 |                     0 |              
      220660 | Yury do Paredão                     |                 274 |                     0 |              
      230768 | Zé Adriano                          |                 218 |                     0 |              
      160592 | Zeca Dirceu                         |                 942 |                     0 |              
      220536 | Zé Haroldo Cathedral                |                 612 |                     0 |              
      204559 | Zé Neto                             |                 417 |                     0 |              
      160632 | Zé Silva                            |                 469 |                     0 |              
      220558 | Zé Trovão                           |                1368 |                     0 |              
      204517 | Zé Vitor                            |                 608 |                     0 |              
      220592 | Zezinho Barbary                     |                 397 |                     0 |              
      220552 | Zucco                               |                3101 |                     0 |              
(635 rows)

