Ranking global - todos os anos
 id_deputado |                        nome                         | sigla_uf | sigla_partido | gasto_total 
      225386 | RENAN FERREIRINHA CARNEIRO                          | RJ       | PSD           |    51059.62
      178832 | LEANDRE DAL PONTE                                   | PR       | PSD           |    49698.08
      225846 | ITAMAR PAIM PRUCH                                   | PR       | PL            |    44757.90
      204514 | MARCIO TADEU ANHAIA DE LEMOS                        | SP       | PL            |    44639.68
      204558 | JOSÉ MARCELO DO NASCIMENTO NILO                     | BA       | REPUBLICANOS  |    38985.71
      235620 | ILACIR BICALHO DE BARROS                            | MG       | REPUBLICANOS  |    36404.00
      204433 | MARCELO CALERO FARIA GARCIA                         | RJ       | PSD           |    33235.92
      235800 | JORGE SILVA DE ARAÚJO                               | BA       | PP            |    30474.56
      228042 | NAUMI GOMES DE AMORIM                               | CE       | PSD           |    21742.69
      178945 | ROSANGELA DE SOUZA GOMES                            | RJ       | REPUBLICANOS  |    17209.12
      235712 | HEBER GOMES NEIVA                                   | MG       | AVANTE        |    11302.64
      220637 | MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA          | SP       | REDE          |    10159.14
      141488 | LUIZ PAULO TEIXEIRA FERREIRA                        | SP       | PT            |     8712.65
       74295 | INÁCIO FRANCISCO DE ASSIS NUNES ARRUDA              | CE       | PCDOB         |     1682.59
      212625 | ANTONIO ELIZABETH GONÇALO DE SOUSA                  | MA       | PODE          |     1137.69
      220643 | SONIA BONE DE SOUSA SILVA                           | SP       | PSOL          |      523.95
      220636 | LUIZ MARINHO                                        | SP       | PT            |        0.18
      204503 | ALEXANDRE ROCHA SANTOS PADILHA                      | SP       | PT            |        0.03
      204353 | ALINE PARANHOS VARONIL GURGEL                       | AP       | UNIAO         |    -4044.80
(639 rows)

