Q11_extra - Nuvem de palavras por partido: temas das proposicoes

Q11_extra - Frequencia de temas por partido (todos os anos)
 sigla_partido | tema                                        | frequencia 
 2024      | MDB           | Cidades e Desenvolvimento Urbano            |         25 
 2024      | MDB           | Comunicações                                |         21 
 2024      | MDB           | Esporte e Lazer                             |         20 
 2024      | MDB           | Ciência, Tecnologia e Inovação              |         19 
 2024      | MDB           | Direito e Justiça                           |         19 
 2024      | MDB           | Direito Civil e Processual Civil            |         18 
 2024      | MDB           | Estrutura Fundiária                         |         15 
 2024      | MDB           | Energia, Recursos Hídricos e Minerais       |         15 
 2024      | MDB           | Relações Internacionais e Comércio Exterior |         11 
 2024      | MDB           | Política, Partidos e Eleições               |         11 
 2024      | MDB           | Turismo                                     |          9 
 2024      | MDB           | Processo Legislativo e Atuação Parlamentar  |          8 
 2024      | MDB           | Direito Constitucional                      |          5 
 2024      | NOVO          | Administração Pública                       |         67 
 2024      | NOVO          | Finanças Públicas e Orçamento               |         39 
 2024      | NOVO          | Educação                                    |         22 
 2024      | NOVO          | Saúde                                       |         21 
 2024      | NOVO          | Economia                                    |         21 
 2024      | NOVO          | Direitos Humanos e Minorias                 |         18 
 2024      | NOVO          | Comunicações                                |         16 
 2024      | NOVO          | Relações Internacionais e Comércio Exterior |         16 
 2024      | NOVO          | Meio Ambiente e Desenvolvimento Sustentável |         14 
 2024      | NOVO          | Indústria, Comércio e Serviços              |         13 
 2024      | NOVO          | Defesa e Segurança                          |         12 
 2024      | NOVO          | Viação, Transporte e Mobilidade             |         11 
 2024      | NOVO          | Cidades e Desenvolvimento Urbano            |         10 
 2024      | NOVO          | Trabalho e Emprego                          |         10 
 2024      | NOVO          | Política, Partidos e Eleições               |          8 
 2024      | NOVO          | Processo Legislativo e Atuação Parlamentar  |          7 
 2024      | NOVO          | Direito e Defesa do Consumidor              |          7 
 2024      | NOVO          | Agricultura, Pecuária, Pesca e Extrativismo |          7 
 2024      | NOVO          | Homenagens e Datas Comemorativas            |          6 
 2024      | NOVO          | Direito Constitucional                      |          6 
 2024      | NOVO          | Arte, Cultura e Religião                    |          5 
 2024      | NOVO          | Ciência, Tecnologia e Inovação              |          5 
 2024      | NOVO          | Previdência e Assistência Social            |          5 
 2024      | NOVO          | Energia, Recursos Hídricos e Minerais       |          5 
 2024      | NOVO          | Direito e Justiça                           |          4 
 2024      | NOVO          | Turismo                                     |          3 
 2024      | NOVO          | Direito Penal e Processual Penal            |          2 
 2024      | NOVO          | Direito Civil e Processual Civil            |          2 
 2024      | NOVO          | Estrutura Fundiária                         |          1 
 2024      | NOVO          | Esporte e Lazer                             |          1 
 2024      | PATRIOTA      | Administração Pública                       |          1 
 2024      | PATRIOTA      | Meio Ambiente e Desenvolvimento Sustentável |          1 
 2024      | PATRIOTA      | Direitos Humanos e Minorias                 |          1 
 2024      | PATRIOTA      | Trabalho e Emprego                          |          1 
 2024      | PATRIOTA      | Comunicações                                |          1 
 2024      | PATRIOTA      | Direito Penal e Processual Penal            |          1 
 2024      | PCDOB         | Direitos Humanos e Minorias                 |         17 
 2024      | PCDOB         | Administração Pública                       |         15 
 2024      | PCDOB         | Finanças Públicas e Orçamento               |         12 
 2024      | PCDOB         | Saúde                                       |         12 
 2024      | PCDOB         | Trabalho e Emprego                          |          9 
 2024      | PCDOB         | Indústria, Comércio e Serviços              |          8 
 2024      | PCDOB         | Previdência e Assistência Social            |          7 
 2024      | PCDOB         | Direito e Defesa do Consumidor              |          7 
 2024      | PCDOB         | Economia                                    |          6 
 2024      | PCDOB         | Arte, Cultura e Religião                    |          5 
 2024      | PCDOB         | Homenagens e Datas Comemorativas            |          5 
 2024      | PCDOB         | Meio Ambiente e Desenvolvimento Sustentável |          5 
 2024      | PCDOB         | Defesa e Segurança                          |          4 
 2024      | PCDOB         | Educação                                    |          4 
 2024      | PCDOB         | Cidades e Desenvolvimento Urbano            |          4 
 2024      | PCDOB         | Processo Legislativo e Atuação Parlamentar  |          3 
 2024      | PCDOB         | Direito Penal e Processual Penal            |          3 
 2024      | PCDOB         | Ciência, Tecnologia e Inovação              |          2 
 2024      | PCDOB         | Viação, Transporte e Mobilidade             |          2 
 2024      | PCDOB         | Direito Constitucional                      |          2 
 2024      | PCDOB         | Direito e Justiça                           |          2 
 2024      | PCDOB         | Direito Civil e Processual Civil            |          2 
 2024      | PCDOB         | Política, Partidos e Eleições               |          1 
 2024      | PCDOB         | Esporte e Lazer                             |          1 
 2024      | PCDOB         | Agricultura, Pecuária, Pesca e Extrativismo |          1 
 2024      | PCDOB         | Relações Internacionais e Comércio Exterior |          1 
 2024      | PCDOB         | Turismo                                     |          1 
 2024      | PCDOB         | Energia, Recursos Hídricos e Minerais       |          1 
 2024      | PDT           | Saúde                                       |        330 
 2024      | PDT           | Finanças Públicas e Orçamento               |        330 
 2024      | PDT           | Educação                                    |        232 
 2024      | PDT           | Direitos Humanos e Minorias                 |        129 
 2024      | PDT           | Meio Ambiente e Desenvolvimento Sustentável |        113 
 2024      | PDT           | Administração Pública                       |         97 
 2024      | PDT           | Cidades e Desenvolvimento Urbano            |         78 
 2024      | PDT           | Trabalho e Emprego                          |         58 
 2024      | PDT           | Indústria, Comércio e Serviços              |         47 
 2024      | PDT           | Viação, Transporte e Mobilidade             |         45 
 2024      | PDT           | Economia                                    |         45 
 2024      | PDT           | Energia, Recursos Hídricos e Minerais       |         41 
 2024      | PDT           | Previdência e Assistência Social            |         39 
 2024      | PDT           | Defesa e Segurança                          |         32 
 2024      | PDT           | Homenagens e Datas Comemorativas            |         28 
 2024      | PDT           | Agricultura, Pecuária, Pesca e Extrativismo |         27 
 2024      | PDT           | Arte, Cultura e Religião                    |         22 
 2024      | PDT           | Ciência, Tecnologia e Inovação              |         18 
 2024      | PDT           | Direito Penal e Processual Penal            |         18 
 2024      | PDT           | Direito e Defesa do Consumidor              |         17 
 2024      | PDT           | Esporte e Lazer                             |         15 
 2024      | PDT           | Turismo                                     |         14 
 2024      | PDT           | Comunicações                                |         13 
 2024      | PDT           | Processo Legislativo e Atuação Parlamentar  |         12 
 2024      | PDT           | Direito e Justiça                           |         11 
 2024      | PDT           | Direito Civil e Processual Civil            |          7 
 2024      | PDT           | Política, Partidos e Eleições               |          6 
 2024      | PDT           | Relações Internacionais e Comércio Exterior |          5 
 2024      | PDT           | Direito Constitucional                      |          4 
 2024      | PDT           | Estrutura Fundiária                         |          4 
 2024      | PL            | Administração Pública                       |        713 
 2024      | PL            | Saúde                                       |        427 
 2024      | PL            | Finanças Públicas e Orçamento               |        419 
 2024      | PL            | Direitos Humanos e Minorias                 |        417 
 2024      | PL            | Defesa e Segurança                          |        408 
 2024      | PL            | Economia                                    |        233 
 2024      | PL            | Educação                                    |        218 
 2024      | PL            | Direito Penal e Processual Penal            |        184 
 2024      | PL            | Viação, Transporte e Mobilidade             |        165 
 2024      | PL            | Meio Ambiente e Desenvolvimento Sustentável |        163 
 2024      | PL            | Relações Internacionais e Comércio Exterior |        145 
 2024      | PL            | Previdência e Assistência Social            |        144 
 2024      | PL            | Trabalho e Emprego                          |        141 
 2024      | PL            | Cidades e Desenvolvimento Urbano            |        139 
 2024      | PL            | Indústria, Comércio e Serviços              |        132 
 2024      | PL            | Comunicações                                |        107 
 2024      | PL            | Arte, Cultura e Religião                    |        106 
 2024      | PL            | Energia, Recursos Hídricos e Minerais       |         99 
 2024      | PL            | Agricultura, Pecuária, Pesca e Extrativismo |         98 
 2024      | PL            | Homenagens e Datas Comemorativas            |         63 
 2024      | PL            | Esporte e Lazer                             |         58 
 2024      | PL            | Direito e Justiça                           |         58 
 2024      | PL            | Ciência, Tecnologia e Inovação              |         57 
 2024      | PL            | Direito Civil e Processual Civil            |         50 
 2024      | PL            | Estrutura Fundiária                         |         48 
 2024      | PL            | Política, Partidos e Eleições               |         42 
 2024      | PL            | Direito e Defesa do Consumidor              |         40 
 2024      | PL            | Processo Legislativo e Atuação Parlamentar  |         34 
 2024      | PL            | Turismo                                     |         20 
 2024      | PL            | Direito Constitucional                      |         10 
 2024      | PL            | Ciências Sociais e Humanas                  |          2 
 2024      | PODE          | Direitos Humanos e Minorias                 |         60 
 2024      | PODE          | Saúde                                       |         56 
 2024      | PODE          | Administração Pública                       |         51 
 2024      | PODE          | Finanças Públicas e Orçamento               |         48 
 2024      | PODE          | Direito Penal e Processual Penal            |         35 
 2024      | PODE          | Defesa e Segurança                          |         33 
 2024      | PODE          | Indústria, Comércio e Serviços              |         26 
 2024      | PODE          | Trabalho e Emprego                          |         21 
 2024      | PODE          | Meio Ambiente e Desenvolvimento Sustentável |         21 
 2024      | PODE          | Viação, Transporte e Mobilidade             |         19 
 2024      | PODE          | Educação                                    |         16 
 2024      | PODE          | Cidades e Desenvolvimento Urbano            |         15 
 2024      | PODE          | Previdência e Assistência Social            |         15 
 2024      | PODE          | Economia                                    |         13 
 2024      | PODE          | Direito Civil e Processual Civil            |         11 
 2024      | PODE          | Comunicações                                |         11 
 2024      | PODE          | Ciência, Tecnologia e Inovação              |         11 
 2024      | PODE          | Processo Legislativo e Atuação Parlamentar  |         10 
 2024      | PODE          | Direito e Defesa do Consumidor              |          9 
 2024      | PODE          | Homenagens e Datas Comemorativas            |          9 
 2024      | PODE          | Esporte e Lazer                             |          6 
 2024      | PODE          | Direito e Justiça                           |          6 
 2024      | PODE          | Política, Partidos e Eleições               |          6 
 2024      | PODE          | Turismo                                     |          5 
 2024      | PODE          | Direito Constitucional                      |          4 
 2024      | PODE          | Relações Internacionais e Comércio Exterior |          4 
 2024      | PODE          | Agricultura, Pecuária, Pesca e Extrativismo |          3 
 2024      | PODE          | Arte, Cultura e Religião                    |          3 
 2024      | PODE          | Estrutura Fundiária                         |          2 
 2024      | PODE          | Energia, Recursos Hídricos e Minerais       |          2 
 2024      | PODEMOS       | Direitos Humanos e Minorias                 |          4 
 2024      | PODEMOS       | Direito Penal e Processual Penal            |          2 
 2024      | PODEMOS       | Saúde                                       |          2 
 2024      | PODEMOS       | Defesa e Segurança                          |          1 
 2024      | PODEMOS       | Direito Civil e Processual Civil            |          1 
 2024      | PODEMOS       | Homenagens e Datas Comemorativas            |          1 
 2024      | PODEMOS       | Administração Pública                       |          1 
 2024      | PODEMOS       | Viação, Transporte e Mobilidade             |          1 
 2024      | PP            | Administração Pública                       |        190 
 2024      | PP            | Saúde                                       |        184 
 2024      | PP            | Direitos Humanos e Minorias                 |        181 
 2024      | PP            | Finanças Públicas e Orçamento               |        137 
 2024      | PP            | Meio Ambiente e Desenvolvimento Sustentável |         87 
 2024      | PP            | Trabalho e Emprego                          |         78 
 2024      | PP            | Indústria, Comércio e Serviços              |         73 
 2024      | PP            | Educação                                    |         73 
 2024      | PP            | Defesa e Segurança                          |         70 
 2024      | PP            | Viação, Transporte e Mobilidade             |         68 
 2024      | PP            | Direito Penal e Processual Penal            |         61 
 2024      | PP            | Economia                                    |         58 
 2024      | PP            | Agricultura, Pecuária, Pesca e Extrativismo |         54 
 2024      | PP            | Previdência e Assistência Social            |         53 
 2024      | PP            | Homenagens e Datas Comemorativas            |         43 
 2024      | PP            | Energia, Recursos Hídricos e Minerais       |         38 
 2024      | PP            | Cidades e Desenvolvimento Urbano            |         37 
 2024      | PP            | Direito Civil e Processual Civil            |         37 
 2024      | PP            | Estrutura Fundiária                         |         34 
 2024      | PP            | Arte, Cultura e Religião                    |         34 
 2024      | PP            | Esporte e Lazer                             |         31 
 2024      | PP            | Direito e Defesa do Consumidor              |         30 
 2024      | PP            | Direito e Justiça                           |         28 
 2024      | PP            | Comunicações                                |         23 
 2024      | PP            | Ciência, Tecnologia e Inovação              |         19 
 2024      | PP            | Relações Internacionais e Comércio Exterior |         17 
 2024      | PP            | Política, Partidos e Eleições               |         16 
 2024      | PP            | Turismo                                     |         15 
 2024      | PP            | Processo Legislativo e Atuação Parlamentar  |         15 
 2024      | PP            | Direito Constitucional                      |          7 
 2024      | PRD           | Saúde                                       |         54 
 2024      | PRD           | Direitos Humanos e Minorias                 |         34 
 2024      | PRD           | Finanças Públicas e Orçamento               |         26 
 2024      | PRD           | Trabalho e Emprego                          |         20 
 2024      | PRD           | Meio Ambiente e Desenvolvimento Sustentável |         20 
 2024      | PRD           | Administração Pública                       |         20 
 2024      | PRD           | Defesa e Segurança                          |         18 
 2024      | PRD           | Viação, Transporte e Mobilidade             |         17 
 2024      | PRD           | Cidades e Desenvolvimento Urbano            |         15 
 2024      | PRD           | Direito Penal e Processual Penal            |         15 
 2024      | PRD           | Educação                                    |          9 
 2024      | PRD           | Direito e Justiça                           |          9 
 2024      | PRD           | Indústria, Comércio e Serviços              |          9 
 2024      | PRD           | Política, Partidos e Eleições               |          7 
 2024      | PRD           | Previdência e Assistência Social            |          6 
 2024      | PRD           | Relações Internacionais e Comércio Exterior |          6 
 2024      | PRD           | Direito Civil e Processual Civil            |          5 
 2024      | PRD           | Homenagens e Datas Comemorativas            |          5 
 2024      | PRD           | Esporte e Lazer                             |          5 
 2024      | PRD           | Processo Legislativo e Atuação Parlamentar  |          4 
 2024      | PRD           | Economia                                    |          4 
 2024      | PRD           | Direito e Defesa do Consumidor              |          4 
 2024      | PRD           | Direito Constitucional                      |          3 
 2024      | PRD           | Energia, Recursos Hídricos e Minerais       |          2 
 2024      | PRD           | Comunicações                                |          2 
 2024      | PRD           | Estrutura Fundiária                         |          1 
 2024      | PRD           | Ciência, Tecnologia e Inovação              |          1 
 2024      | PRD           | Turismo                                     |          1 
 2024      | PRD           | Arte, Cultura e Religião                    |          1 
 2024      | PRD           | Agricultura, Pecuária, Pesca e Extrativismo |          1 
 2024      | PSB           | Direitos Humanos e Minorias                 |         82 
 2024      | PSB           | Finanças Públicas e Orçamento               |         61 
 2024      | PSB           | Administração Pública                       |         55 
 2024      | PSB           | Saúde                                       |         52 
 2024      | PSB           | Trabalho e Emprego                          |         45 
 2024      | PSB           | Direito Civil e Processual Civil            |         38 
 2024      | PSB           | Educação                                    |         38 
 2024      | PSB           | Meio Ambiente e Desenvolvimento Sustentável |         37 
 2024      | PSB           | Previdência e Assistência Social            |         29 
 2024      | PSB           | Indústria, Comércio e Serviços              |         23 
 2024      | PSB           | Direito Penal e Processual Penal            |         23 
 2024      | PSB           | Direito e Defesa do Consumidor              |         22 
 2024      | PSB           | Economia                                    |         21 
 2024      | PSB           | Cidades e Desenvolvimento Urbano            |         20 
 2024      | PSB           | Arte, Cultura e Religião                    |         19 
 2024      | PSB           | Viação, Transporte e Mobilidade             |         19 
 2024      | PSB           | Defesa e Segurança                          |         19 
 2024      | PSB           | Homenagens e Datas Comemorativas            |         17 
 2024      | PSB           | Direito e Justiça                           |         11 
 2024      | PSB           | Esporte e Lazer                             |         10 
 2024      | PSB           | Energia, Recursos Hídricos e Minerais       |          9 
 2024      | PSB           | Ciência, Tecnologia e Inovação              |          9 
 2024      | PSB           | Processo Legislativo e Atuação Parlamentar  |          7 
 2024      | PSB           | Agricultura, Pecuária, Pesca e Extrativismo |          6 
 2024      | PSB           | Comunicações                                |          5 
 2024      | PSB           | Direito Constitucional                      |          5 
 2024      | PSB           | Relações Internacionais e Comércio Exterior |          4 
 2024      | PSB           | Turismo                                     |          3 
 2024      | PSB           | Política, Partidos e Eleições               |          3 
 2024      | PSB           | Estrutura Fundiária                         |          1 
 2024      | PSD           | Saúde                                       |        431 
 2024      | PSD           | Direitos Humanos e Minorias                 |        373 
 2024      | PSD           | Comunicações                                |        180 
 2024      | PSD           | Administração Pública                       |        139 
 2024      | PSD           | Finanças Públicas e Orçamento               |        127 
 2024      | PSD           | Economia                                    |        105 
 2024      | PSD           | Trabalho e Emprego                          |        101 
 2024      | PSD           | Cidades e Desenvolvimento Urbano            |         60 
 2024      | PSD           | Educação                                    |         54 
 2024      | PSD           | Meio Ambiente e Desenvolvimento Sustentável |         53 
 2024      | PSD           | Direito Penal e Processual Penal            |         52 
 2024      | PSD           | Defesa e Segurança                          |         45 
 2024      | PSD           | Viação, Transporte e Mobilidade             |         44 
 2024      | PSD           | Previdência e Assistência Social            |         34 
 2024      | PSD           | Homenagens e Datas Comemorativas            |         33 
 2024      | PSD           | Indústria, Comércio e Serviços              |         32 
 2024      | PSD           | Arte, Cultura e Religião                    |         27 
 2024      | PSD           | Energia, Recursos Hídricos e Minerais       |         26 
 2024      | PSD           | Direito Civil e Processual Civil            |         24 
 2024      | PSD           | Agricultura, Pecuária, Pesca e Extrativismo |         23 
 2024      | PSD           | Esporte e Lazer                             |         22 
 2024      | PSD           | Relações Internacionais e Comércio Exterior |         20 
 2024      | PSD           | Direito e Defesa do Consumidor              |         17 
 2024      | PSD           | Direito e Justiça                           |         16 
 2024      | PSD           | Processo Legislativo e Atuação Parlamentar  |         12 
 2024      | PSD           | Turismo                                     |         11 
 2024      | PSD           | Direito Constitucional                      |          6 
 2024      | PSD           | Política, Partidos e Eleições               |          6 
 2024      | PSD           | Ciência, Tecnologia e Inovação              |          6 
 2024      | PSD           | Estrutura Fundiária                         |          5 
 2024      | PSDB          | Direitos Humanos e Minorias                 |         29 
 2024      | PSDB          | Administração Pública                       |         23 
 2024      | PSDB          | Saúde                                       |         21 
 2024      | PSDB          | Finanças Públicas e Orçamento               |         18 
 2024      | PSDB          | Viação, Transporte e Mobilidade             |         11 
 2024      | PSDB          | Indústria, Comércio e Serviços              |         11 
 2024      | PSDB          | Cidades e Desenvolvimento Urbano            |         10 
 2024      | PSDB          | Economia                                    |          9 
 2024      | PSDB          | Direito Penal e Processual Penal            |          9 
 2024      | PSDB          | Meio Ambiente e Desenvolvimento Sustentável |          7 
 2024      | PSDB          | Defesa e Segurança                          |          7 
 2024      | PSDB          | Direito e Defesa do Consumidor              |          7 
 2024      | PSDB          | Trabalho e Emprego                          |          6 
 2024      | PSDB          | Comunicações                                |          6 
 2024      | PSDB          | Direito e Justiça                           |          6 
 2024      | PSDB          | Processo Legislativo e Atuação Parlamentar  |          5 
 2024      | PSDB          | Direito Constitucional                      |          4 
 2024      | PSDB          | Arte, Cultura e Religião                    |          4 
 2024      | PSDB          | Previdência e Assistência Social            |          4 
 2024      | PSDB          | Política, Partidos e Eleições               |          4 
 2024      | PSDB          | Homenagens e Datas Comemorativas            |          4 
 2024      | PSDB          | Educação                                    |          3 
 2024      | PSDB          | Relações Internacionais e Comércio Exterior |          3 
 2024      | PSDB          | Esporte e Lazer                             |          2 
 2024      | PSDB          | Agricultura, Pecuária, Pesca e Extrativismo |          2 
 2024      | PSDB          | Turismo                                     |          2 
 2024      | PSDB          | Estrutura Fundiária                         |          1 
 2024      | PSDB          | Energia, Recursos Hídricos e Minerais       |          1 
 2024      | PSDB          | Ciência, Tecnologia e Inovação              |          1 
 2024      | PSDB          | Direito Civil e Processual Civil            |          1 
 2024      | PSOL          | Direitos Humanos e Minorias                 |         66 
 2024      | PSOL          | Meio Ambiente e Desenvolvimento Sustentável |         36 
 2024      | PSOL          | Defesa e Segurança                          |         35 
 2024      | PSOL          | Saúde                                       |         35 
 2024      | PSOL          | Administração Pública                       |         34 
 2024      | PSOL          | Finanças Públicas e Orçamento               |         30 
 2024      | PSOL          | Educação                                    |         24 
 2024      | PSOL          | Trabalho e Emprego                          |         24 
 2024      | PSOL          | Homenagens e Datas Comemorativas            |         18 
 2024      | PSOL          | Economia                                    |         16 
 2024      | PSOL          | Cidades e Desenvolvimento Urbano            |         15 
 2024      | PSOL          | Direito Penal e Processual Penal            |         13 
 2024      | PSOL          | Previdência e Assistência Social            |         13 
 2024      | PSOL          | Indústria, Comércio e Serviços              |         11 
 2024      | PSOL          | Agricultura, Pecuária, Pesca e Extrativismo |         10 
 2024      | PSOL          | Arte, Cultura e Religião                    |          9 
 2024      | PSOL          | Relações Internacionais e Comércio Exterior |          8 
 2024      | PSOL          | Direito e Defesa do Consumidor              |          8 
 2024      | PSOL          | Direito e Justiça                           |          7 
 2024      | PSOL          | Ciência, Tecnologia e Inovação              |          5 
 2024      | PSOL          | Direito Civil e Processual Civil            |          4 
 2024      | PSOL          | Estrutura Fundiária                         |          4 
 2024      | PSOL          | Processo Legislativo e Atuação Parlamentar  |          4 
 2024      | PSOL          | Energia, Recursos Hídricos e Minerais       |          3 
 2024      | PSOL          | Política, Partidos e Eleições               |          3 
 2024      | PSOL          | Viação, Transporte e Mobilidade             |          2 
 2024      | PSOL          | Direito Constitucional                      |          2 
 2024      | PSOL          | Turismo                                     |          2 
 2024      | PSOL          | Comunicações                                |          1 
 2024      | PSOL          | Esporte e Lazer                             |          1 
 2024      | PT            | Direitos Humanos e Minorias                 |        163 
 2024      | PT            | Administração Pública                       |        117 
 2024      | PT            | Finanças Públicas e Orçamento               |         98 
 2024      | PT            | Saúde                                       |         78 
 2024      | PT            | Educação                                    |         70 
 2024      | PT            | Trabalho e Emprego                          |         70 
 2024      | PT            | Meio Ambiente e Desenvolvimento Sustentável |         68 
 2024      | PT            | Homenagens e Datas Comemorativas            |         56 
 2024      | PT            | Economia                                    |         52 
 2024      | PT            | Defesa e Segurança                          |         47 
 2024      | PT            | Previdência e Assistência Social            |         42 
 2024      | PT            | Arte, Cultura e Religião                    |         38 
 2024      | PT            | Indústria, Comércio e Serviços              |         37 
 2024      | PT            | Cidades e Desenvolvimento Urbano            |         35 
 2024      | PT            | Direito Penal e Processual Penal            |         35 
 2024      | PT            | Viação, Transporte e Mobilidade             |         32 
 2024      | PT            | Energia, Recursos Hídricos e Minerais       |         27 
 2024      | PT            | Direito Civil e Processual Civil            |         25 
 2024      | PT            | Esporte e Lazer                             |         25 
 2024      | PT            | Agricultura, Pecuária, Pesca e Extrativismo |         25 
 2024      | PT            | Comunicações                                |         24 
 2024      | PT            | Direito e Defesa do Consumidor              |         23 
 2024      | PT            | Direito e Justiça                           |         19 
 2024      | PT            | Ciência, Tecnologia e Inovação              |         15 
 2024      | PT            | Turismo                                     |          8 
 2024      | PT            | Relações Internacionais e Comércio Exterior |          8 
 2024      | PT            | Estrutura Fundiária                         |          8 
 2024      | PT            | Política, Partidos e Eleições               |          7 
 2024      | PT            | Direito Constitucional                      |          6 
 2024      | PT            | Processo Legislativo e Atuação Parlamentar  |          6 
 2024      | PV            | Direitos Humanos e Minorias                 |         20 
 2024      | PV            | Saúde                                       |         18 
 2024      | PV            | Finanças Públicas e Orçamento               |         17 
 2024      | PV            | Administração Pública                       |         15 
 2024      | PV            | Educação                                    |         14 
 2024      | PV            | Indústria, Comércio e Serviços              |         14 
 2024      | PV            | Viação, Transporte e Mobilidade             |         13 
 2024      | PV            | Meio Ambiente e Desenvolvimento Sustentável |         10 
 2024      | PV            | Cidades e Desenvolvimento Urbano            |          9 
 2024      | PV            | Trabalho e Emprego                          |          9 
 2024      | PV            | Economia                                    |          7 
 2024      | PV            | Direito Penal e Processual Penal            |          6 
 2024      | PV            | Homenagens e Datas Comemorativas            |          5 
 2024      | PV            | Processo Legislativo e Atuação Parlamentar  |          4 
 2024      | PV            | Defesa e Segurança                          |          4 
 2024      | PV            | Arte, Cultura e Religião                    |          4 
 2024      | PV            | Direito e Justiça                           |          4 
 2024      | PV            | Direito e Defesa do Consumidor              |          4 
 2024      | PV            | Turismo                                     |          3 
 2024      | PV            | Direito Constitucional                      |          3 
 2024      | PV            | Política, Partidos e Eleições               |          3 
 2024      | PV            | Energia, Recursos Hídricos e Minerais       |          3 
 2024      | PV            | Previdência e Assistência Social            |          2 
 2024      | PV            | Ciência, Tecnologia e Inovação              |          2 
 2024      | PV            | Ciências Sociais e Humanas                  |          1 
 2024      | PV            | Esporte e Lazer                             |          1 
 2024      | PV            | Direito Civil e Processual Civil            |          1 
 2024      | PV            | Relações Internacionais e Comércio Exterior |          1 
 2024      | PV            | Agricultura, Pecuária, Pesca e Extrativismo |          1 
 2024      | REDE          | Direitos Humanos e Minorias                 |         10 
 2024      | REDE          | Finanças Públicas e Orçamento               |          8 
 2024      | REDE          | Administração Pública                       |          7 
 2024      | REDE          | Meio Ambiente e Desenvolvimento Sustentável |          6 
 2024      | REDE          | Cidades e Desenvolvimento Urbano            |          5 
 2024      | REDE          | Trabalho e Emprego                          |          4 
 2024      | REDE          | Indústria, Comércio e Serviços              |          3 
 2024      | REDE          | Processo Legislativo e Atuação Parlamentar  |          3 
 2024      | REDE          | Direito Penal e Processual Penal            |          3 
 2024      | REDE          | Economia                                    |          3 
 2024      | REDE          | Saúde                                       |          3 
 2024      | REDE          | Arte, Cultura e Religião                    |          3 
 2024      | REDE          | Turismo                                     |          2 
 2024      | REDE          | Defesa e Segurança                          |          2 
 2024      | REDE          | Direito e Justiça                           |          2 
 2024      | REDE          | Direito e Defesa do Consumidor              |          2 
 2024      | REDE          | Educação                                    |          2 
 2024      | REDE          | Direito Constitucional                      |          1 
 2024      | REDE          | Comunicações                                |          1 
 2024      | REDE          | Esporte e Lazer                             |          1 
 2024      | REDE          | Previdência e Assistência Social            |          1 
 2024      | REDE          | Política, Partidos e Eleições               |          1 
 2024      | REDE          | Relações Internacionais e Comércio Exterior |          1 
 2024      | REDE          | Energia, Recursos Hídricos e Minerais       |          1 
 2024      | REPUBLICANOS  | Administração Pública                       |        273 
 2024      | REPUBLICANOS  | Meio Ambiente e Desenvolvimento Sustentável |        249 
 2024      | REPUBLICANOS  | Direitos Humanos e Minorias                 |        188 
 2024      | REPUBLICANOS  | Saúde                                       |        183 
 2024      | REPUBLICANOS  | Viação, Transporte e Mobilidade             |        175 
 2024      | REPUBLICANOS  | Defesa e Segurança                          |        139 
 2024      | REPUBLICANOS  | Finanças Públicas e Orçamento               |         99 
 2024      | REPUBLICANOS  | Energia, Recursos Hídricos e Minerais       |         93 
 2024      | REPUBLICANOS  | Cidades e Desenvolvimento Urbano            |         91 
 2024      | REPUBLICANOS  | Educação                                    |         87 
 2024      | REPUBLICANOS  | Trabalho e Emprego                          |         60 
 2024      | REPUBLICANOS  | Direito Penal e Processual Penal            |         60 
 2024      | REPUBLICANOS  | Economia                                    |         51 
 2024      | REPUBLICANOS  | Agricultura, Pecuária, Pesca e Extrativismo |         48 
 2024      | REPUBLICANOS  | Indústria, Comércio e Serviços              |         46 
 2024      | REPUBLICANOS  | Previdência e Assistência Social            |         44 
 2024      | REPUBLICANOS  | Homenagens e Datas Comemorativas            |         37 
 2024      | REPUBLICANOS  | Direito e Justiça                           |         37 
 2024      | REPUBLICANOS  | Direito e Defesa do Consumidor              |         29 
 2024      | REPUBLICANOS  | Esporte e Lazer                             |         26 
 2024      | REPUBLICANOS  | Relações Internacionais e Comércio Exterior |         24 
 2024      | REPUBLICANOS  | Arte, Cultura e Religião                    |         20 
 2024      | REPUBLICANOS  | Ciência, Tecnologia e Inovação              |         19 
 2024      | REPUBLICANOS  | Direito Civil e Processual Civil            |         18 
 2024      | REPUBLICANOS  | Comunicações                                |         18 
 2024      | REPUBLICANOS  | Política, Partidos e Eleições               |         11 
 2024      | REPUBLICANOS  | Processo Legislativo e Atuação Parlamentar  |         10 
 2024      | REPUBLICANOS  | Turismo                                     |          6 
 2024      | REPUBLICANOS  | Estrutura Fundiária                         |          6 
 2024      | REPUBLICANOS  | Direito Constitucional                      |          6 
 2024      | REPUBLICANOS  | Ciências Exatas e da Terra                  |          1 
 2024      | S.PART.       | Trabalho e Emprego                          |          2 
 2024      | S.PART.       | Cidades e Desenvolvimento Urbano            |          1 
 2024      | S.PART.       | Viação, Transporte e Mobilidade             |          1 
 2024      | S.PART.       | Administração Pública                       |          1 
 2024      | S.PART.       | Saúde                                       |          1 
 2024      | SOLIDARIEDADE | Administração Pública                       |        101 
 2024      | SOLIDARIEDADE | Finanças Públicas e Orçamento               |         49 
 2024      | SOLIDARIEDADE | Cidades e Desenvolvimento Urbano            |         32 
 2024      | SOLIDARIEDADE | Saúde                                       |         31 
 2024      | SOLIDARIEDADE | Direitos Humanos e Minorias                 |         28 
